Model,MSO2012,,,
Firmware Version,1.06,,,
,,,,
Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,2,,,
Sample Interval,0.0032,,,
Filter Frequency,1.00E+08,,,
Record Length,6242,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.2,,5,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-4.03E-01,0.524,0.58,12,13.2
-4.00E-01,0.548,-0.044,12,11.2
-3.97E-01,0.02,0.58,12,13
-3.94E-01,0.02,-0.044,12,11
-3.90E-01,0.012,0.58,12,13
-3.87E-01,-0.028,-0.044,12,11
-3.84E-01,0.516,0.58,12,13
-3.81E-01,0.524,-0.044,12,11
-3.78E-01,0.532,0.58,12,13
-3.74E-01,0.564,-0.044,12,11.2
-3.71E-01,0.02,0.58,12,13.4
-3.68E-01,0.02,-0.044,12,11
-3.65E-01,0.012,0.58,12,13.2
-3.62E-01,-0.028,-0.068,12,10
-3.58E-01,0.516,0.58,12,13.8
-3.55E-01,0.516,-0.052,12,10.2
-3.52E-01,0.532,0.58,12,14
-3.49E-01,0.572,-0.044,12,11.2
-3.46E-01,0.02,0.58,12,13
-3.42E-01,0.02,-0.044,12.2,10.4
-3.39E-01,0.012,0.58,12,13
-3.36E-01,0.516,-0.044,12,10
-3.33E-01,0.516,0.58,12,13.6
-3.30E-01,0.516,-0.044,12,11
-3.26E-01,0.524,0.58,12,13
-3.23E-01,0.572,-0.044,12,11.4
-3.20E-01,0.02,0.58,12,13
-3.17E-01,0.02,-0.044,12,11.2
-3.14E-01,0.012,0.58,12,13
-3.10E-01,0.516,-0.044,12,11.2
-3.07E-01,0.516,0.58,12,13
-3.04E-01,0.524,-0.044,12,10.8
-3.01E-01,0.532,0.58,12,13
-2.98E-01,0.02,-0.044,12,11.2
-2.94E-01,0.02,0.58,12.2,13
-2.91E-01,0.02,-0.044,12,11.4
-2.88E-01,0.012,0.58,12,13
-2.85E-01,0.516,-0.044,12,11.4
-2.82E-01,0.516,0.58,12,13
-2.78E-01,0.516,-0.044,12,10.4
-2.75E-01,0.532,0.58,12,13.4
-2.72E-01,0.02,-0.044,12,11.4
-2.69E-01,0.02,0.58,12,13
-2.66E-01,0.02,-0.044,12,10.8
-2.62E-01,0.00399999,0.58,12,13.6
-2.59E-01,0.516,-0.044,12,11.2
-2.56E-01,0.516,0.58,12,13
-2.53E-01,0.516,-0.044,12,10.8
-2.50E-01,0.54,0.58,12,13.2
-2.46E-01,0.02,-0.044,12,11.2
-2.43E-01,0.02,0.58,12,13.2
-2.40E-01,0.02,-0.044,12,10.2
-2.37E-01,0.00399999,0.58,12,13.4
-2.34E-01,0.516,-0.044,12,11.2
-2.30E-01,0.516,0.588,12,12.8
-2.27E-01,0.524,-0.044,12,11.2
-2.24E-01,0.54,0.58,12,13.2
-2.21E-01,0.02,-0.044,12,11.4
-2.18E-01,0.02,0.58,12,12.8
-2.14E-01,0.012,-0.044,12,11.2
-2.11E-01,0.00399999,0.58,12,13.2
-2.08E-01,0.516,-0.044,12,11
-2.05E-01,0.516,0.58,12,13
-2.02E-01,0.524,-0.044,12,11.2
-1.98E-01,0.54,0.58,12,13.2
-1.95E-01,0.02,-0.044,12.2,11.2
-1.92E-01,0.02,0.58,12,12.8
-1.89E-01,0.012,-0.044,12,11
-1.86E-01,0.00399999,0.58,12,13
-1.82E-01,0.516,-0.044,12,10.6
-1.79E-01,0.516,0.58,12,13.2
-1.76E-01,0.516,-0.044,12,11.2
-1.73E-01,0.54,0.58,12,12.8
-1.70E-01,0.02,-0.044,12,11.4
-1.66E-01,0.02,0.58,12,13
-1.63E-01,0.012,-0.044,12,11.4
-1.60E-01,-0.00400001,0.58,12,12.8
-1.57E-01,0.516,-0.044,12,11.2
-1.54E-01,0.516,0.58,12,13
-1.50E-01,0.516,-0.044,12,11.2
-1.47E-01,0.548,0.58,12,13
-1.44E-01,0.02,-0.044,12,10
-1.41E-01,0.02,0.58,12,13.2
-1.38E-01,0.012,-0.044,12,11.2
-1.34E-01,-0.012,0.58,12,12.8
-1.31E-01,0.516,-0.044,12,11
-1.28E-01,0.516,0.58,12,13.2
-1.25E-01,0.524,-0.044,12,11
-1.22E-01,0.548,0.58,12,13.2
-1.18E-01,0.02,-0.044,12,11
-1.15E-01,0.02,0.58,12,13
-1.12E-01,0.012,-0.044,12,11
-1.09E-01,-0.012,0.58,12,13.2
-1.06E-01,0.516,-0.044,12,11
-1.02E-01,0.516,0.58,12,13
-9.92E-02,0.524,-0.044,12,10.6
-9.60E-02,0.564,0.58,12,13.2
-9.28E-02,0.02,-0.044,12,11
-8.96E-02,0.02,0.58,12,13
-8.64E-02,0.012,-0.044,12,10.8
-8.32E-02,-0.02,0.58,12,13.2
-8.00E-02,0.524,-0.044,12,11.2
-7.68E-02,0.516,0.58,12,13
-7.36E-02,0.532,-0.044,12,11.4
-7.04E-02,0.58,0.58,12,13
-6.72E-02,0.02,-0.044,12,10.6
-6.40E-02,0.02,0.58,12,13
-6.08E-02,0.012,-0.044,12,11.2
-5.76E-02,-0.036,0.58,12,12.8
-5.44E-02,0.516,-0.044,12,11
-5.12E-02,0.524,0.58,12,13
-4.80E-02,0.532,-0.044,12,10.6
-4.48E-02,0.02,0.58,12,13.2
-4.16E-02,0.02,-0.044,12,11.2
-3.84E-02,0.02,0.58,12,13.2
-3.52E-02,0.00399999,-0.044,12,11
-3.20E-02,0.516,0.58,12,13
-2.88E-02,0.516,-0.044,12,11.4
-2.56E-02,0.516,0.58,12,13
-2.24E-02,0.532,-0.044,12,11
-1.92E-02,0.02,0.58,12,13.2
-1.60E-02,0.02,-0.044,12,11.2
-1.28E-02,0.012,0.58,12,13
-9.60E-03,-0.00400001,-0.044,12,11
-6.40E-03,0.516,0.58,12,13.2
-3.20E-03,0.524,-0.044,12,11
-5.79E-13,0.524,0.58,12,13
3.20E-03,0.54,-0.044,12,10.6
6.40E-03,0.02,0.58,12,13.2
9.60E-03,0.02,-0.044,12,11
1.28E-02,0.02,0.58,12,13.2
1.60E-02,-0.012,-0.044,12,10.6
1.92E-02,0.516,0.58,12,13.4
2.24E-02,0.516,-0.044,12,11.2
2.56E-02,0.524,0.58,12,12.8
2.88E-02,0.556,-0.044,12,11.4
3.20E-02,0.02,0.58,12,13
3.52E-02,0.02,-0.044,12,11.2
3.84E-02,0.012,0.58,12,13
4.16E-02,-0.036,-0.044,12,11.2
4.48E-02,0.516,0.58,12,13
4.80E-02,0.516,-0.044,12,11.4
5.12E-02,0.524,0.58,12,12.8
5.44E-02,0.572,-0.044,12,10.8
5.76E-02,0.02,0.58,12,13.4
6.08E-02,0.02,-0.044,12,10.6
6.40E-02,0.00399999,0.58,12,13.6
6.72E-02,0.516,-0.052,12,10.4
7.04E-02,0.516,0.58,12,13.2
7.36E-02,0.524,-0.044,12,11
7.68E-02,0.532,0.58,12,13
8.00E-02,0.02,-0.044,12,11.2
8.32E-02,0.02,0.58,12,13.2
8.64E-02,0.02,-0.044,12,10.8
8.96E-02,-0.00400001,0.58,12,13
9.28E-02,0.516,-0.044,12,10.8
9.60E-02,0.516,0.58,12,13
9.92E-02,0.516,-0.044,12,11.2
1.02E-01,0.532,0.58,12,13.2
1.06E-01,0.028,-0.044,12,11
1.09E-01,0.02,0.58,12,13.2
1.12E-01,0.012,-0.044,12,11
1.15E-01,-0.00400001,0.58,12,13
1.18E-01,0.516,-0.044,12,11.4
1.22E-01,0.516,0.58,12,13
1.25E-01,0.524,-0.044,12,11.2
1.28E-01,0.54,0.58,12,13
1.31E-01,0.02,-0.044,12,10.6
1.34E-01,0.02,0.58,12,13.8
1.38E-01,0.012,-0.044,12,11
1.41E-01,-0.012,0.58,12,13.2
1.44E-01,0.516,-0.06,12,10
1.47E-01,0.516,0.58,12,13.2
1.50E-01,0.524,-0.052,12,11.2
1.54E-01,0.556,0.58,12,13.2
1.57E-01,0.02,-0.044,12,11.2
1.60E-01,0.02,0.58,12,13.2
1.63E-01,0.012,-0.044,12,11.2
1.66E-01,-0.02,0.58,12,13
1.70E-01,0.516,-0.044,12,11.2
1.73E-01,0.516,0.58,12,13.2
1.76E-01,0.524,-0.044,12,10.6
1.79E-01,0.564,0.588,12,13.2
1.82E-01,0.02,-0.044,12.2,10.6
1.86E-01,0.02,0.58,12,13
1.89E-01,0.012,-0.044,12,11.2
1.92E-01,-0.036,0.58,12,13.4
1.95E-01,0.516,-0.044,12,10.4
1.98E-01,0.516,0.58,12,13.4
2.02E-01,0.532,-0.044,12,10.6
2.05E-01,0.02,0.58,12,13.2
2.08E-01,0.02,-0.044,12,11.2
2.11E-01,0.012,0.588,12,13.2
2.14E-01,0.00399999,-0.044,12,11.2
2.18E-01,0.516,0.58,12,12.8
2.21E-01,0.516,-0.044,12,10.8
2.24E-01,0.516,0.58,12,13.4
2.27E-01,0.532,-0.044,12,11
2.30E-01,0.02,0.58,12,13.2
2.34E-01,0.02,-0.044,12.2,11.2
2.37E-01,0.012,0.58,12,13
2.40E-01,-0.00400001,-0.044,12,11
2.43E-01,0.524,0.58,12,13
2.46E-01,0.516,-0.044,12,11.2
2.50E-01,0.524,0.58,12,12.8
2.53E-01,0.548,-0.044,12,11.2
2.56E-01,0.02,0.58,12,13.4
2.59E-01,0.02,-0.044,12,11.2
2.62E-01,0.012,0.58,12,13
2.66E-01,-0.00400001,-0.044,12,11.2
2.69E-01,0.516,0.58,12,13
2.72E-01,0.516,-0.044,12,11
2.75E-01,0.524,0.58,12,13.2
2.78E-01,0.556,-0.044,12,11.2
2.82E-01,0.012,0.58,12,13
2.85E-01,0.02,-0.044,12,11
2.88E-01,0.012,0.58,12,13.4
2.91E-01,-0.02,-0.044,12,10.6
2.94E-01,0.516,0.58,12,13
2.98E-01,0.516,-0.044,12,11.4
3.01E-01,0.524,0.58,12,12.8
3.04E-01,0.564,-0.044,12,11.2
3.07E-01,0.02,0.58,12,13
3.10E-01,0.02,-0.044,12,11
3.14E-01,0.012,0.58,12,13
3.17E-01,-0.028,-0.044,12,11.2
3.20E-01,0.516,0.58,12,13
3.23E-01,0.524,-0.044,12,11.2
3.26E-01,0.524,0.58,12,13
3.30E-01,0.572,-0.044,12,11.4
3.33E-01,0.012,0.58,12.2,13
3.36E-01,0.02,-0.044,12,10.8
3.39E-01,0.012,0.58,12,13
3.42E-01,-0.028,-0.044,12,10.8
3.46E-01,0.516,0.58,12,13
3.49E-01,0.516,-0.044,12,11
3.52E-01,0.524,0.58,12,13
3.55E-01,0.58,-0.044,12,11
3.58E-01,0.02,0.58,12,13.2
3.62E-01,0.02,-0.044,12,11.2
3.65E-01,0.012,0.58,12,13
3.68E-01,-0.036,-0.044,12,11.2
3.71E-01,0.516,0.58,12,13
3.74E-01,0.524,-0.044,12,11.2
3.78E-01,0.532,0.58,12,12.8
3.81E-01,0.572,-0.044,12,11.2
3.84E-01,0.02,0.58,12.2,13.4
3.87E-01,0.02,-0.044,12,11.2
3.90E-01,0.012,0.58,12,12.8
3.94E-01,-0.036,-0.044,12,10.6
3.97E-01,0.516,0.58,12,13
4.00E-01,0.516,-0.044,12,11.2
4.03E-01,0.524,0.588,12,13.2
4.06E-01,0.564,-0.044,12,11.2
4.10E-01,0.02,0.58,12,13
4.13E-01,0.02,-0.044,12,11.4
4.16E-01,0.012,0.58,12,12.8
4.19E-01,-0.02,-0.044,12,11.2
4.22E-01,0.516,0.588,12,13
4.26E-01,0.524,-0.044,12,11.2
4.29E-01,0.524,0.58,12,13.2
4.32E-01,0.556,-0.044,12,11
4.35E-01,0.02,0.58,12,13.2
4.38E-01,0.02,-0.044,12,11.4
4.42E-01,0.02,0.58,12,12.8
4.45E-01,-0.012,-0.044,12,11.2
4.48E-01,0.516,0.58,12,13
4.51E-01,0.516,-0.044,12,10.6
4.54E-01,0.516,0.58,12,13.4
4.58E-01,0.548,-0.044,12,11
4.61E-01,0.02,0.58,12,13.4
4.64E-01,0.02,-0.044,12,10.8
4.67E-01,0.012,0.58,12,13
4.70E-01,-0.012,-0.044,12,11.2
4.74E-01,0.516,0.58,12,13.4
4.77E-01,0.516,-0.044,12,11
4.80E-01,0.524,0.58,12,13
4.83E-01,0.548,-0.044,12,11.2
4.86E-01,0.02,0.58,12,13
4.90E-01,0.02,-0.044,12,10.8
4.93E-01,0.012,0.58,12,13
4.96E-01,-0.00400001,-0.044,12,11.2
4.99E-01,0.516,0.58,12,13.2
5.02E-01,0.516,-0.044,12,11.2
5.06E-01,0.516,0.58,12,13
5.09E-01,0.54,-0.044,12,11.2
5.12E-01,0.02,0.58,12,13
5.15E-01,0.012,-0.044,12,10.6
5.18E-01,0.012,0.58,12,13.2
5.22E-01,0.00399999,-0.044,12,11
5.25E-01,0.516,0.58,12,13
5.28E-01,0.516,-0.044,12,11.2
5.31E-01,0.524,0.58,12,12.8
5.34E-01,0.54,-0.044,12,11
5.38E-01,0.02,0.58,12,13
5.41E-01,0.02,-0.044,12,10.8
5.44E-01,0.02,0.58,12,13
5.47E-01,0.00399999,-0.044,12,11.2
5.50E-01,0.516,0.58,12,13.2
5.54E-01,0.516,-0.044,12,11
5.57E-01,0.524,0.58,12,13
5.60E-01,0.54,-0.044,12,10.6
5.63E-01,0.02,0.58,12,13.4
5.66E-01,0.02,-0.044,12,11.2
5.70E-01,0.012,0.58,12,13
5.73E-01,0.012,-0.044,12.2,10.6
5.76E-01,0.516,0.58,12,13.2
5.79E-01,0.516,-0.044,12,10.4
5.82E-01,0.524,0.58,12,13
5.86E-01,0.532,-0.044,12,11.2
5.89E-01,0.02,0.588,12,13
5.92E-01,0.02,-0.044,12.2,11
5.95E-01,0.02,0.58,12,13
5.98E-01,0.00399999,-0.044,12,11
6.02E-01,0.516,0.58,12,13.4
6.05E-01,0.516,-0.044,12,11.2
6.08E-01,0.524,0.58,12,13
6.11E-01,0.532,-0.044,12,10.6
6.14E-01,0.02,0.58,12,13
6.18E-01,0.02,-0.044,12,11.2
6.21E-01,0.02,0.58,12,13
6.24E-01,0.00399999,-0.044,12,11
6.27E-01,0.516,0.58,12,13
6.30E-01,0.516,-0.044,12,11.2
6.34E-01,0.516,0.58,12,12.8
6.37E-01,0.532,-0.044,12,11.2
6.40E-01,0.02,0.58,12,13
6.43E-01,0.02,-0.044,12,11.2
6.46E-01,0.02,0.58,12,13.2
6.50E-01,0.00399999,-0.044,12,11
6.53E-01,0.516,0.58,12,13.2
6.56E-01,0.516,-0.044,12,11.2
6.59E-01,0.516,0.58,12,13
6.62E-01,0.532,-0.044,12,10.8
6.66E-01,0.02,0.644,12,13.4
6.69E-01,0.02,-0.044,12,10.8
6.72E-01,0.02,0.58,12,13.2
6.75E-01,0.00399999,-0.044,12,11
6.78E-01,0.516,0.58,12,12.8
6.82E-01,0.516,-0.044,12.2,11.2
6.85E-01,0.516,0.58,12,13
6.88E-01,0.532,-0.044,12,11
6.91E-01,0.02,0.58,12,13
6.94E-01,0.02,-0.044,12,11
6.98E-01,0.02,0.58,12,13.2
7.01E-01,0.012,-0.044,12,10.4
7.04E-01,0.516,0.58,12,13.6
7.07E-01,0.516,-0.044,12,10.4
7.10E-01,0.516,0.58,12,13.2
7.14E-01,0.532,-0.044,12,10.8
7.17E-01,0.02,0.58,12,13.2
7.20E-01,0.02,-0.044,12,11
7.23E-01,0.02,0.58,12,13.2
7.26E-01,0.00399999,-0.044,12,10.8
7.30E-01,0.516,0.58,12,13.2
7.33E-01,0.516,-0.044,12,11.2
7.36E-01,0.516,0.58,12,13
7.39E-01,0.532,-0.044,12,11
7.42E-01,0.02,0.58,12,13.2
7.46E-01,0.02,-0.044,12.2,10.6
7.49E-01,0.02,0.58,12,13.2
7.52E-01,0.012,-0.044,12,10.6
7.55E-01,0.516,0.58,12,13
7.58E-01,0.516,-0.044,12,11
7.62E-01,0.516,0.58,12,13.2
7.65E-01,0.532,-0.044,12,10.4
7.68E-01,0.028,0.58,12,13.4
7.71E-01,0.02,-0.044,12,11.2
7.74E-01,0.02,0.58,12,13.2
7.78E-01,0.012,-0.044,12,11
7.81E-01,0.516,0.58,12,13
7.84E-01,0.516,-0.044,12,11
7.87E-01,0.516,0.58,12,13.2
7.90E-01,0.532,-0.044,12,11
7.94E-01,0.02,0.58,12,13
7.97E-01,0.02,-0.044,12,10.4
8.00E-01,0.02,0.58,12,13.6
8.03E-01,0.00399999,-0.044,12,11.2
8.06E-01,0.516,0.58,12,13.4
8.10E-01,0.516,-0.044,12,11.4
8.13E-01,0.516,0.58,12,13
8.16E-01,0.532,-0.044,12,11.2
8.19E-01,0.02,0.58,12,13
8.22E-01,0.02,-0.044,12,10.8
8.26E-01,0.012,0.588,12,13.2
8.29E-01,0.012,-0.044,12,11
8.32E-01,0.516,0.58,12,13
8.35E-01,0.516,-0.044,12,11.2
8.38E-01,0.524,0.58,12,13
8.42E-01,0.532,-0.044,12,10.4
8.45E-01,0.02,0.58,12,13.6
8.48E-01,0.02,-0.044,12.2,10.6
8.51E-01,0.02,0.58,12,13.2
8.54E-01,0.00399999,-0.044,12,11
8.58E-01,0.516,0.58,12,13.2
8.61E-01,0.516,-0.044,12,11
8.64E-01,0.524,0.58,12,13.2
8.67E-01,0.532,-0.044,12,11
8.70E-01,0.02,0.58,12,13
8.74E-01,0.02,-0.404,12,-5.4
8.77E-01,0.02,1.58,12,25.4
8.80E-01,0.00399999,-0.044,12,11
8.83E-01,0.556,0.628,12,13.4
8.86E-01,0.54,-0.044,12,11.2
8.90E-01,0.532,0.604,12,12.8
8.93E-01,0.532,-0.044,12,11.2
8.96E-01,0.572,0.588,12,13
8.99E-01,0.02,-0.044,12,11.4
9.02E-01,0.012,0.58,12,13
9.06E-01,0.012,-0.044,12,11
9.09E-01,-0.028,0.58,12,13
9.12E-01,0.516,-0.044,12,11
9.15E-01,0.516,0.58,12,13.2
9.18E-01,0.524,-0.044,12,11.2
9.22E-01,0.556,0.58,12,13.2
9.25E-01,0.02,-0.044,12,11.2
9.28E-01,0.012,0.58,12,13
9.31E-01,0.012,-0.044,12,11.2
9.34E-01,-0.02,0.58,12,13
9.38E-01,0.516,-0.044,12,11
9.41E-01,0.516,0.58,12,13
9.44E-01,0.524,-0.044,11.8,10
9.47E-01,0.548,0.58,11.8,12.2
9.50E-01,0.02,-0.044,11.6,10.2
9.54E-01,0.02,0.58,11,12.2
9.57E-01,0.00399999,-0.044,10.8,10
9.60E-01,0.516,0.58,11,12.2
9.63E-01,0.524,-0.044,11.2,9.4
9.66E-01,0.564,0.58,11.4,12.4
9.70E-01,0.02,-0.044,10.8,8.6
9.73E-01,0.00399999,0.58,10.4,11.6
9.76E-01,0.516,-0.044,10.8,9.4
9.79E-01,0.54,0.58,11,12
9.82E-01,0.02,-0.044,10.6,9
9.86E-01,-0.012,0.58,10,11.6
9.89E-01,0.524,-0.044,10.6,8.8
9.92E-01,0.02,0.58,10.8,11.6
9.95E-01,0.012,-0.044,9.8,9
9.98E-01,0.516,0.58,10.4,11.2
1.00E+00,0.02,-0.044,10.6,8.8
1.01E+00,0.012,0.58,9.6,11.2
1.01E+00,0.516,-0.044,10.2,8.2
1.01E+00,0.02,0.58,10.4,10.6
1.01E+00,-0.00400001,-0.044,9.2,7.8
1.02E+00,0.508,0.564,10.2,10.8
1.02E+00,0.02,-0.044,9.6,8
1.02E+00,0.476,0.548,9.6,10.6
1.03E+00,0.02,-0.036,10,8.2
1.03E+00,0.468,0.532,9.4,10.6
1.03E+00,0.492,-0.036,10,7.6
1.04E+00,-0.00400001,0.508,9,10.2
1.04E+00,0.452,-0.036,9.8,7.8
1.04E+00,0.012,0.492,8.8,10
1.05E+00,0.428,-0.036,9.8,7.6
1.05E+00,0.00399999,0.476,8.6,10
1.05E+00,0.42,-0.036,9.6,7.8
1.06E+00,0.00399999,0.46,8.4,10
1.06E+00,0.428,-0.028,9.6,7
1.06E+00,0.388,0.444,8.6,9.8
1.07E+00,0.02,-0.028,9.4,7.4
1.07E+00,0.372,0.428,8.8,9.8
1.07E+00,0.02,-0.028,8.4,7.4
1.08E+00,0.364,0.412,9,9.6
1.08E+00,0.00399999,-0.02,8,7.4
1.08E+00,0.02,0.404,9,9.6
1.09E+00,0.34,-0.02,8.4,7.2
1.09E+00,0.02,0.388,7.8,9.4
1.09E+00,0.364,-0.012,9,7
1.09E+00,0.324,0.372,8,9.2
1.10E+00,0.02,-0.012,7.8,7.2
1.10E+00,0.34,0.364,8.8,9
1.10E+00,0.316,-0.00400001,7.8,6.8
1.11E+00,0.012,0.34,7.2,9
1.11E+00,0.308,0.276,8.4,6.2
1.11E+00,0.3,0.332,8,8.8
1.12E+00,0.3,0.276,7.2,6.8
1.12E+00,0.3,0.316,7.2,8.8
1.12E+00,0.292,0.268,8.2,6
1.13E+00,0.284,0.308,7.8,8.4
1.13E+00,0.284,0.252,7,6.2
1.13E+00,0.284,0.324,6.8,8.6
1.14E+00,0.276,0.252,7.4,6.2
1.14E+00,0.276,0.3,8,8.4
1.14E+00,0.276,0.26,7.4,6.2
1.15E+00,0.268,0.284,6.8,8
1.15E+00,0.268,0.244,6.6,5.8
1.15E+00,0.26,0.3,6.4,8
1.16E+00,0.26,0.244,7,6
1.16E+00,0.26,0.284,7.6,8
1.16E+00,0.26,0.244,7.6,6
1.17E+00,0.252,0.268,7.2,7.8
1.17E+00,0.252,0.236,6.6,5.8
1.17E+00,0.252,0.268,6.4,7.6
1.17E+00,0.244,0.236,6.2,5.8
1.18E+00,0.244,0.26,6,7.4
1.18E+00,0.244,0.228,6,5.4
1.18E+00,0.244,0.252,5.8,7.4
1.19E+00,0.236,0.228,5.8,5.4
1.19E+00,0.236,0.252,5.6,7.2
1.19E+00,0.236,0.22,5.8,5.4
1.20E+00,0.236,0.252,5.6,7.2
1.20E+00,0.236,0.22,5.6,5.2
1.20E+00,0.228,0.244,5.6,7
1.21E+00,0.228,0.212,5.4,5.2
1.21E+00,0.228,0.236,5.4,6.8
1.21E+00,0.22,0.204,5.4,4.8
1.22E+00,0.228,0.26,5.2,6.6
1.22E+00,0.22,0.212,5.2,5
1.22E+00,0.22,0.236,5.2,6.6
1.23E+00,0.22,0.204,5.6,4.8
1.23E+00,0.212,0.228,6,6.4
1.23E+00,0.212,0.204,6.2,4.6
1.24E+00,0.212,0.228,5.6,6.4
1.24E+00,0.212,0.196,5.2,4.6
1.24E+00,0.212,0.228,4.8,6.2
1.25E+00,0.212,0.196,4.8,4.4
1.25E+00,0.204,0.22,4.8,6
1.25E+00,0.204,0.196,5.6,4.2
1.25E+00,0.204,0.228,5.4,6
1.26E+00,0.204,0.188,4.8,4.2
1.26E+00,0.204,0.212,4.6,5.8
1.26E+00,0.196,0.188,4.4,4
1.27E+00,0.196,0.212,5.2,5.6
1.27E+00,0.196,0.18,5,3.8
1.27E+00,0.196,0.22,4.6,5.6
1.28E+00,0.196,0.18,4,3.8
1.28E+00,0.196,0.204,4.8,5.4
1.28E+00,0.188,0.18,4.8,3.8
1.29E+00,0.188,0.204,4.4,5.4
1.29E+00,0.188,0.18,3.8,3.6
1.29E+00,0.188,0.204,4.8,5.2
1.30E+00,0.188,0.18,4,3.4
1.30E+00,0.188,0.204,3.8,5
1.30E+00,0.18,0.172,4.6,3.2
1.31E+00,0.188,0.196,4,4.8
1.31E+00,0.18,0.172,3.6,3.2
1.31E+00,0.188,0.196,4.6,4.8
1.32E+00,0.18,0.156,3.6,3.2
1.32E+00,0.18,0.204,3.4,4.6
1.32E+00,0.18,0.164,4.2,3.2
1.33E+00,0.18,0.196,3.8,4.6
1.33E+00,0.18,0.164,3.8,3
1.33E+00,0.18,0.196,3.2,4.4
1.33E+00,0.18,0.164,3,2.8
1.34E+00,0.18,0.188,3.8,4.4
1.34E+00,0.18,0.156,3.4,2.8
1.34E+00,0.172,0.204,4,4.2
1.35E+00,0.18,0.164,3.4,2.6
1.35E+00,0.172,0.188,3.6,4
1.35E+00,0.172,0.164,3,2.6
1.36E+00,0.172,0.188,3.2,4
1.36E+00,0.164,0.156,2.8,2.4
1.36E+00,0.164,0.188,3,3.8
1.37E+00,0.164,0.156,2.8,2.4
1.37E+00,0.172,0.18,3,3.8
1.37E+00,0.172,0.148,2.8,2.2
1.38E+00,0.164,0.196,3.2,3.6
1.38E+00,0.172,0.156,3,2.2
1.38E+00,0.164,0.18,3.2,3.4
1.39E+00,0.164,0.156,2.8,2.2
1.39E+00,0.164,0.18,2.8,3.2
1.39E+00,0.164,0.156,2.4,2
1.40E+00,0.156,0.18,2.2,3.2
1.40E+00,0.164,0.148,2.8,2
1.40E+00,0.156,0.18,2.6,2.8
1.41E+00,0.164,0.148,2.6,1.8
1.41E+00,0.156,0.172,2.2,3
1.41E+00,0.156,0.148,2,1.8
1.41E+00,0.156,0.172,2.6,2.8
1.42E+00,0.156,0.148,2,1.6
1.42E+00,0.156,0.172,1.8,2.6
1.42E+00,0.156,0.148,2.2,1.6
1.43E+00,0.156,0.172,2,2.4
1.43E+00,0.164,0.148,1.6,1.6
1.43E+00,0.156,0.172,2.2,2.4
1.44E+00,0.156,0.14,1.6,1.4
1.44E+00,0.156,0.172,1.6,2.2
1.44E+00,0.148,0.14,2,1.4
1.45E+00,0.148,0.164,1.6,2.2
1.45E+00,0.156,0.14,1.8,1.2
1.45E+00,0.148,0.164,1.4,2
1.46E+00,0.148,0.14,1.8,1.2
1.46E+00,0.148,0.164,1.4,2
1.46E+00,0.148,0.14,1.4,1.2
1.47E+00,0.148,0.164,1.4,1.8
1.47E+00,0.148,0.14,1.6,1
1.47E+00,0.148,0.164,1.4,1.8
1.48E+00,0.148,0.132,1.2,0.8
1.48E+00,0.148,0.164,1.2,1.6
1.48E+00,0.148,0.132,1.2,0.8
1.49E+00,0.148,0.156,1.4,1.4
1.49E+00,0.14,0.132,1,0.8
1.49E+00,0.14,0.156,1,1.4
1.49E+00,0.148,0.132,1,0.6
1.50E+00,0.14,0.156,1,1.2
1.50E+00,0.14,0.132,0.8,0.6
1.50E+00,0.14,0.156,1,1.2
1.51E+00,0.14,0.132,0.8,0.4
1.51E+00,0.14,0.156,0.8,1
1.51E+00,0.14,0.132,0.6,0.4
1.52E+00,0.14,0.156,0.8,1
1.52E+00,0.14,0.124,0.6,0.4
1.52E+00,0.14,0.156,0.6,1
1.53E+00,0.132,0.124,0.4,0.2
1.53E+00,0.132,0.156,0.4,0.8
1.53E+00,0.14,0.124,0.4,0
1.54E+00,0.14,0.148,0.4,0.6
1.54E+00,0.14,0.124,0.4,0
1.54E+00,0.132,0.148,0.4,0.6
1.55E+00,0.132,0.124,0.2,0
1.55E+00,0.132,0.148,0.2,0.4
1.55E+00,0.132,0.124,0.2,0
1.56E+00,0.132,0.148,0.2,0.4
1.56E+00,0.132,0.124,0.2,0
1.56E+00,0.132,0.148,0.2,0.4
1.57E+00,0.132,0.116,0.2,-0.2
1.57E+00,0.124,0.148,0.2,0.4
1.57E+00,0.132,0.116,0.2,-0.2
1.57E+00,0.132,0.148,0,0.4
1.58E+00,0.132,0.116,0,-0.2
1.58E+00,0.132,0.14,0,0.4
1.58E+00,0.124,0.116,0,-0.2
1.59E+00,0.132,0.14,0,0.4
1.59E+00,0.124,0.116,0,-0.2
1.59E+00,0.132,0.14,0,0.2
1.60E+00,0.124,0.116,0,-0.2
1.60E+00,0.124,0.14,0,0.4
1.60E+00,0.124,0.116,0,-0.2
1.61E+00,0.124,0.14,0,0.4
1.61E+00,0.124,0.108,0,-0.2
1.61E+00,0.124,0.14,0,0.2
1.62E+00,0.116,0.108,0,-0.2
1.62E+00,0.116,0.14,0,0.2
1.62E+00,0.124,0.108,0,-0.2
1.63E+00,0.124,0.132,0,0.4
1.63E+00,0.124,0.108,0,-0.2
