Model,MSO2012,,,
Firmware Version,1.06,,,
,,,,
Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,2,,,
Sample Interval,0.0032,,,
Filter Frequency,1.00E+08,,,
Record Length,6242,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.2,,5,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-8.39E+00,0.02,-0.044,4.2,3.2
-8.38E+00,0.516,0.58,3.4,4.6
-8.38E+00,0.012,-0.044,3.6,3.2
-8.38E+00,0.532,0.58,3.6,5
-8.37E+00,0.00399999,-0.044,3.8,3
-8.37E+00,0.524,0.58,3.8,5.2
-8.37E+00,0.02,-0.044,4,3.4
-8.37E+00,0.516,0.58,4,5.4
-8.36E+00,0.02,-0.044,5,3.8
-8.36E+00,0.516,0.58,4.8,5.8
-8.36E+00,0.02,-0.044,5.6,4
-8.35E+00,0.516,0.58,4.6,6
-8.35E+00,0.524,-0.044,4.4,4
-8.35E+00,0.02,0.58,5.4,6
-8.34E+00,0.516,-0.044,5.2,4.2
-8.34E+00,0.54,0.58,5,6.2
-8.34E+00,0.02,-0.044,5.8,4.6
-8.33E+00,0.516,0.58,5.4,6.4
-8.33E+00,0.516,-0.044,5,4.6
-8.33E+00,0.02,0.58,6.4,6.6
-8.32E+00,0.02,-0.044,5.6,4.8
-8.32E+00,0.516,0.58,5.8,7
-8.32E+00,0.516,-0.044,5.4,5
-8.31E+00,0.02,0.58,6.6,7
-8.31E+00,0.02,-0.044,6.6,5.2
-8.31E+00,0.012,0.58,5.8,7.2
-8.30E+00,0.516,-0.044,6.2,5.2
-8.30E+00,0.516,0.58,6,7.4
-8.30E+00,0.516,-0.044,6,5.6
-8.29E+00,0.564,0.58,6.8,7.6
-8.29E+00,0.02,-0.044,7.4,5.4
-8.29E+00,0.02,0.58,7.4,7.8
-8.29E+00,0.02,-0.044,7.4,5.8
-8.28E+00,0.02,0.58,7,8
-8.28E+00,0.02,-0.044,7.2,5.8
-8.28E+00,0.02,0.58,6.8,8.2
-8.27E+00,0.02,-0.044,6.8,6.2
-8.27E+00,0.02,0.58,7,8.4
-8.27E+00,0.012,-0.044,7.2,6.4
-8.26E+00,0.02,0.58,7.4,8.6
-8.26E+00,0.02,-0.044,7.8,6.4
-8.26E+00,0.02,0.58,8.2,8.8
-8.25E+00,0.02,-0.044,8.6,6.6
-8.25E+00,0.02,0.588,8.8,9
-8.25E+00,0.54,-0.044,8.4,6.8
-8.24E+00,0.524,0.58,8,9
-8.24E+00,0.516,-0.044,7.8,6.8
-8.24E+00,0.516,0.58,7.6,9.4
-8.23E+00,0.012,-0.044,7.8,7
-8.23E+00,0.02,0.58,8.8,9.4
-8.23E+00,0.02,-0.044,9.2,7.2
-8.22E+00,0.516,0.58,8.6,9.6
-8.22E+00,0.516,-0.044,8.4,7.2
-8.22E+00,0.02,0.58,8.2,9.8
-8.21E+00,0.02,-0.044,9.6,7.6
-8.21E+00,0.524,0.58,9,10
-8.21E+00,0.516,-0.044,8.6,7.4
-8.21E+00,0.012,0.58,9,10.2
-8.20E+00,0.548,-0.044,9.8,7.6
-8.20E+00,0.516,0.58,9,10.6
-8.20E+00,0.02,-0.044,9,8
-8.19E+00,0.556,0.58,10,10.6
-8.19E+00,0.516,-0.044,9.4,7.8
-8.19E+00,0.02,0.58,9.8,10.8
-8.18E+00,0.524,-0.044,10,7.6
-8.18E+00,-0.00400001,0.58,9.2,10.8
-8.18E+00,0.02,-0.044,10.6,8.6
-8.17E+00,0.516,0.58,9.8,11.6
-8.17E+00,0.012,-0.044,10.4,8.8
-8.17E+00,0.516,0.58,10.2,11.4
-8.16E+00,0.02,-0.044,10.2,9
-8.16E+00,0.516,0.58,10.6,11.4
-8.16E+00,0.02,-0.044,10.2,9
-8.15E+00,0.516,0.58,10.6,11.6
-8.15E+00,0.02,-0.044,10.6,9.2
-8.15E+00,0.516,0.58,10.6,12.4
-8.14E+00,0.012,-0.044,11.2,9.6
-8.14E+00,0.516,0.58,10.6,12
-8.14E+00,0.556,-0.044,11.2,9.6
-8.13E+00,0.012,0.58,10.6,12
-8.13E+00,0.516,-0.044,11.2,9.8
-8.13E+00,0.02,0.58,11.4,12
-8.13E+00,0.516,-0.044,11,10.2
-8.12E+00,0.532,0.58,11.4,12
-8.12E+00,0.012,-0.044,11.4,10.2
-8.12E+00,0.516,0.588,11.2,12.2
-8.11E+00,0.524,-0.044,11.4,9.8
-8.11E+00,0.02,0.58,11.6,13.4
-8.11E+00,0.516,-0.044,11.4,10.6
-8.10E+00,0.524,0.58,11.8,12.8
-8.10E+00,0.02,-0.044,11.8,9.8
-8.10E+00,0.012,0.604,11.6,13.8
-8.09E+00,0.516,-0.044,11.8,11
-8.09E+00,0.524,0.58,12,13
-8.09E+00,0.012,-0.044,12,10.8
-8.08E+00,0.012,0.58,12,12.8
-8.08E+00,-0.028,-0.044,12,9.8
-8.08E+00,0.516,0.58,12,13.4
-8.07E+00,0.532,-0.044,12,11.2
-8.07E+00,0.02,0.58,12,13
-8.07E+00,0.02,-0.044,12,11.2
-8.06E+00,-0.00400001,0.58,12,12.8
-8.06E+00,0.524,-0.044,12,11.2
-8.06E+00,0.524,0.58,12,12.8
-8.05E+00,0.556,-0.044,12,11.2
-8.05E+00,0.02,0.58,12,13.2
-8.05E+00,0.02,-0.044,12,11.2
-8.05E+00,-0.012,0.58,12,13.4
-8.04E+00,0.516,-0.044,12,11.2
-8.04E+00,0.516,0.58,12,13
-8.04E+00,0.54,-0.044,12,10.8
-8.03E+00,0.02,0.58,12.2,13
-8.03E+00,0.02,-0.044,12,11.2
-8.03E+00,0.012,0.58,12,13.2
-8.02E+00,0.516,-0.044,12,11.2
-8.02E+00,0.516,0.58,12,13
-8.02E+00,0.524,-0.044,12,11.2
-8.01E+00,0.02,0.58,12.2,13.2
-8.01E+00,0.02,-0.044,12.2,10.6
-8.01E+00,0.012,0.58,12,13.6
-8.00E+00,-0.02,-0.044,12,11.4
-8.00E+00,0.516,0.58,12,12.8
-8.00E+00,0.516,-0.044,12,11
-7.99E+00,0.532,0.58,12,13
-7.99E+00,0.02,-0.044,12,11.4
-7.99E+00,0.02,0.58,12,13
-7.98E+00,0.012,-0.044,12,10.8
-7.98E+00,-0.036,0.58,12,13.4
-7.98E+00,0.516,-0.044,12,11
-7.97E+00,0.524,0.58,12,13
-7.97E+00,0.548,-0.06,12,10.8
-7.97E+00,0.02,0.58,12,13.8
-7.97E+00,0.02,-0.044,12,11.2
-7.96E+00,0.012,0.58,12,13
-7.96E+00,0.516,-0.044,12,11.2
-7.96E+00,0.524,0.58,12,13
-7.95E+00,0.524,-0.044,12,10.8
-7.95E+00,0.572,0.58,12,13.2
-7.95E+00,0.02,-0.044,12,11.2
-7.94E+00,0.02,0.58,12,13
-7.94E+00,-0.00400001,-0.044,12,10.8
-7.94E+00,0.516,0.58,12,13.2
-7.93E+00,0.516,-0.044,12,11.2
-7.93E+00,0.524,0.58,12,13.2
-7.93E+00,0.02,-0.044,12,11.4
-7.92E+00,0.02,0.58,12,13
-7.92E+00,0.02,-0.044,12,11.4
-7.92E+00,-0.012,0.58,12,13
-7.91E+00,0.516,-0.044,12,11.2
-7.91E+00,0.524,0.58,12,13
-7.91E+00,0.532,-0.044,12,10.8
-7.90E+00,0.02,0.58,12,13.2
-7.90E+00,0.02,-0.044,12,11.4
-7.90E+00,0.02,0.58,12,12.8
-7.89E+00,-0.00400001,-0.044,12,11.2
-7.89E+00,0.516,0.58,12,13
-7.89E+00,0.516,-0.044,12,10.6
-7.89E+00,0.524,0.58,12.4,13.4
-7.88E+00,0.02,-0.044,12,11.2
-7.88E+00,0.02,0.58,12.2,13
-7.88E+00,0.02,-0.044,12,10.2
-7.87E+00,-0.00400001,0.58,12,13.4
-7.87E+00,0.516,-0.044,12,10.8
-7.87E+00,0.516,0.58,12,13
-7.86E+00,0.524,-0.044,12,11.2
-7.86E+00,0.572,0.58,12,13
-7.86E+00,0.02,-0.044,12,11.2
-7.85E+00,0.02,0.58,12,13.2
-7.85E+00,-0.00400001,-0.044,12,11.2
-7.85E+00,0.516,0.58,12,13
-7.84E+00,0.516,-0.044,12,11.2
-7.84E+00,0.524,0.58,12,13
-7.84E+00,0.572,-0.044,12,10.8
-7.83E+00,0.02,0.58,12,13
-7.83E+00,0.012,-0.044,12,10.4
-7.83E+00,0.00399999,0.58,12,13.2
-7.82E+00,0.516,-0.044,12,11.2
-7.82E+00,0.516,0.58,12,13
-7.82E+00,0.524,-0.044,12,10.8
-7.81E+00,0.564,0.58,12,13
-7.81E+00,0.02,-0.044,12,11.2
-7.81E+00,0.02,0.58,12,13.2
-7.81E+00,0.00399999,-0.044,12,11
-7.80E+00,0.516,0.58,12,13
-7.80E+00,0.516,-0.044,12,11.2
-7.80E+00,0.524,0.588,12,13
-7.79E+00,0.548,-0.044,12,10
-7.79E+00,0.02,0.628,12,14
-7.79E+00,0.02,-0.044,12,11.2
-7.78E+00,0.00399999,0.58,12,13.2
-7.78E+00,0.516,-0.044,12,10.2
-7.78E+00,0.516,0.58,12,13.4
-7.77E+00,0.524,-0.044,12,11
-7.77E+00,0.556,0.58,12,13
-7.77E+00,0.02,-0.044,12,11
-7.76E+00,0.02,0.588,12,13.8
-7.76E+00,0.00399999,-0.044,12,11.4
-7.76E+00,0.524,0.58,12,13
-7.75E+00,0.516,-0.044,12,11
-7.75E+00,0.524,0.58,12,13
-7.75E+00,0.548,-0.044,12,10.4
-7.74E+00,0.02,0.58,12,13.4
-7.74E+00,0.02,-0.044,12,10.2
-7.74E+00,0.012,0.588,12,13.4
-7.73E+00,0.516,-0.044,12,10.4
-7.73E+00,0.516,0.588,12,13.2
-7.73E+00,0.524,-0.044,12,11
-7.73E+00,0.54,0.58,12,13.2
-7.72E+00,0.02,-0.044,12,10.6
-7.72E+00,0.02,0.58,12.2,13.2
-7.72E+00,0.012,-0.044,12,11
-7.71E+00,-0.028,0.58,12,13
-7.71E+00,0.516,-0.044,12,10.2
-7.71E+00,0.516,0.58,12,13.6
-7.70E+00,0.532,-0.044,12,11
-7.70E+00,0.02,0.58,12,13.4
-7.70E+00,0.02,-0.044,12,11.2
-7.69E+00,0.02,0.58,12,13.2
-7.69E+00,-0.012,-0.044,12,10.6
-7.69E+00,0.516,0.58,12,13
-7.68E+00,0.516,-0.044,12,11.4
-7.68E+00,0.524,0.58,12,12.8
-7.68E+00,0.02,-0.044,12,11.4
-7.67E+00,0.02,0.58,12,12.8
-7.67E+00,0.012,-0.044,12,10.8
-7.67E+00,0.00399999,0.58,12,13.2
-7.66E+00,0.516,-0.044,12,11
-7.66E+00,0.516,0.58,12,13
-7.66E+00,0.524,-0.044,12,11.4
-7.65E+00,0.556,0.58,12,13
-7.65E+00,0.02,-0.044,12,10.4
-7.65E+00,0.02,0.58,12,13.2
-7.65E+00,0.012,-0.044,12,11
-7.64E+00,0.516,0.58,12,13
-7.64E+00,0.516,-0.044,12,11.2
-7.64E+00,0.524,0.588,12,13
-7.63E+00,0.54,-0.044,12,11.4
-7.63E+00,0.012,0.58,12,13
-7.63E+00,0.02,-0.044,12,10.6
-7.62E+00,0.012,0.58,12,13.2
-7.62E+00,-0.02,-0.044,12,11.4
-7.62E+00,0.516,0.58,12,13
-7.61E+00,0.524,-0.044,12,11.2
-7.61E+00,0.532,0.588,12,13
-7.61E+00,0.02,-0.044,12,11.2
-7.60E+00,0.02,0.58,12,13
-7.60E+00,0.012,-0.044,12,10.8
-7.60E+00,-0.00400001,0.58,12,13
-7.59E+00,0.516,-0.044,12,11.2
-7.59E+00,0.516,0.58,12,13
-7.59E+00,0.524,-0.044,12,10.4
-7.58E+00,0.556,0.58,12,13.2
-7.58E+00,0.02,-0.044,12,10.8
-7.58E+00,0.02,0.58,12,13.2
-7.57E+00,0.012,-0.044,12,11.4
-7.57E+00,0.516,0.58,12,13
-7.57E+00,0.516,-0.044,12,10.6
-7.57E+00,0.516,0.58,12,13
-7.56E+00,0.532,-0.044,12,11.2
-7.56E+00,0.02,0.58,12,12.8
-7.56E+00,0.02,-0.044,12,10.8
-7.55E+00,0.02,0.58,12,13
-7.55E+00,-0.012,-0.044,12,10.6
-7.55E+00,0.516,0.58,12,13
-7.54E+00,0.516,-0.044,12,10.6
-7.54E+00,0.524,0.604,12,13.6
-7.54E+00,0.572,-0.044,12,11.2
-7.53E+00,0.02,0.58,12,12.8
-7.53E+00,0.012,-0.044,12,11
-7.53E+00,0.00399999,0.58,12,12.8
-7.52E+00,0.516,-0.044,12,10.8
-7.52E+00,0.516,0.58,12,13.8
-7.52E+00,0.524,-0.044,12,11.2
-7.51E+00,0.548,0.58,12,13
-7.51E+00,0.012,-0.044,12,11.2
-7.51E+00,0.02,0.58,12,13
-7.50E+00,0.012,-0.044,12,10.8
-7.50E+00,-0.028,0.58,11.8,13.2
-7.50E+00,0.524,-0.044,12,10
-7.49E+00,0.516,0.58,12,13.4
-7.49E+00,0.532,-0.044,12,11.2
-7.49E+00,0.02,0.588,12,13.2
-7.49E+00,0.02,-0.044,12,11
-7.48E+00,0.02,0.58,12,13.2
-7.48E+00,-0.00400001,-0.044,12,11
-7.48E+00,0.516,0.58,12,13.2
-7.47E+00,0.516,-0.044,12,10.2
-7.47E+00,0.524,0.596,12,13.4
-7.47E+00,0.548,-0.044,12,9.6
-7.46E+00,0.02,0.58,12,14
-7.46E+00,0.02,-0.044,12,11.2
-7.46E+00,0.012,0.58,12,12.8
-7.45E+00,0.516,-0.044,12,11.2
-7.45E+00,0.516,0.58,12,13
-7.45E+00,0.516,-0.044,12.2,9.8
-7.44E+00,0.532,0.596,12,13.8
-7.44E+00,0.02,-0.044,12,11
-7.44E+00,0.02,0.58,12,13.4
-7.43E+00,0.012,-0.044,12,10.8
-7.43E+00,-0.00400001,0.58,12,13
-7.43E+00,0.516,-0.044,12,11
-7.42E+00,0.516,0.58,12,13
-7.42E+00,0.524,-0.044,12,10
-7.42E+00,0.556,0.588,12,13.2
-7.41E+00,0.02,-0.044,12,10.8
-7.41E+00,0.02,0.58,12,13.2
-7.41E+00,0.00399999,-0.044,12,11.2
-7.41E+00,-0.028,0.58,12,13
-7.40E+00,0.516,-0.044,12,10.6
-7.40E+00,0.516,0.58,12,13.6
-7.40E+00,0.532,-0.044,12,10.4
-7.39E+00,0.02,0.588,12,14
-7.39E+00,0.02,-0.044,12,11.2
-7.39E+00,0.02,0.58,12,13
-7.38E+00,-0.00400001,-0.044,12,10.6
-7.38E+00,0.516,0.588,12,13.4
-7.38E+00,0.524,-0.044,12,10.2
-7.37E+00,0.524,0.612,12,14
-7.37E+00,0.548,-0.044,12,11
-7.37E+00,0.02,0.58,12,13
-7.36E+00,0.02,-0.044,12.2,11.2
-7.36E+00,0.012,0.58,12,13.4
-7.36E+00,-0.036,-0.044,12,11.2
-7.35E+00,0.516,0.58,12,13
-7.35E+00,0.516,-0.044,12,11.2
-7.35E+00,0.532,0.58,12,13
-7.34E+00,0.028,-0.044,12,11
-7.34E+00,0.02,0.58,12,13
-7.34E+00,0.02,-0.044,12,11
-7.33E+00,0.012,0.588,12.2,13
-7.33E+00,0.516,-0.044,12,11.2
-7.33E+00,0.516,0.58,12,13
-7.33E+00,0.524,-0.044,12,11
-7.32E+00,0.54,0.58,12,13
-7.32E+00,0.02,-0.044,12,11.2
-7.32E+00,0.02,0.58,12.2,12.8
-7.31E+00,0.012,-0.044,12,10.8
-7.31E+00,-0.012,0.58,12,13
-7.31E+00,0.516,-0.044,12,11.2
-7.30E+00,0.516,0.58,12,13
-7.30E+00,0.524,-0.044,12,10.8
-7.30E+00,0.556,0.58,12,13.4
-7.29E+00,0.02,-0.044,12,11
-7.29E+00,0.012,0.58,12,13
-7.29E+00,0.012,-0.044,12,11
-7.28E+00,-0.028,0.58,12,13
-7.28E+00,0.516,-0.044,12,10.8
-7.28E+00,0.524,0.58,12,13.2
-7.27E+00,0.532,-0.044,12,10.8
-7.27E+00,0.02,0.58,12,13.2
-7.27E+00,0.02,-0.044,12,11.2
-7.26E+00,0.02,0.58,12,13.2
-7.26E+00,0.00399999,-0.044,12,11
-7.26E+00,0.516,0.58,12,13
-7.25E+00,0.516,-0.044,12,11.4
-7.25E+00,0.516,0.58,12,13
-7.25E+00,0.54,-0.044,12,11.2
-7.25E+00,0.02,0.58,12,13
-7.24E+00,0.012,-0.044,12,10.8
-7.24E+00,0.012,0.58,12,13
-7.24E+00,-0.00400001,-0.044,12,11.4
-7.23E+00,0.524,0.58,12,13
-7.23E+00,0.516,-0.044,12,10.4
-7.23E+00,0.516,0.58,12,13
-7.22E+00,0.556,-0.044,12,11
-7.22E+00,0.02,0.58,12,13.6
-7.22E+00,0.02,-0.044,12.2,10.8
-7.21E+00,0.012,0.58,12,13.2
-7.21E+00,-0.012,-0.044,12,11.2
-7.21E+00,0.516,0.58,12,13.2
-7.20E+00,0.516,-0.044,12,11.2
-7.20E+00,0.524,0.58,12,13
-7.20E+00,0.572,-0.044,12,11.2
-7.19E+00,0.02,0.58,12,13
-7.19E+00,0.02,-0.044,12,11.2
-7.19E+00,0.00399999,0.58,12,13
-7.18E+00,-0.036,-0.044,12,11.2
-7.18E+00,0.516,0.58,12,13
-7.18E+00,0.524,-0.044,12,11.2
-7.17E+00,0.532,0.58,12,13.2
-7.17E+00,0.02,-0.044,12,10.8
-7.17E+00,0.012,0.58,12,13
-7.17E+00,0.02,-0.044,12,11
-7.16E+00,0.00399999,0.596,12.2,13
-7.16E+00,0.516,-0.044,12,11.2
-7.16E+00,0.516,0.58,12,13
-7.15E+00,0.524,-0.044,12,11.2
-7.15E+00,0.532,0.58,12,13.2
-7.15E+00,0.02,-0.044,12,10.6
-7.14E+00,0.02,0.58,12,13.2
-7.14E+00,0.02,-0.044,12,11.4
-7.14E+00,-0.00400001,0.58,12,13
-7.13E+00,0.516,-0.044,12,11.2
-7.13E+00,0.516,0.58,12,13
-7.13E+00,0.524,-0.044,12,11
-7.12E+00,0.532,0.58,12,13.2
-7.12E+00,0.02,-0.044,12,10.6
-7.12E+00,0.02,0.58,12,13.2
-7.11E+00,0.02,-0.044,12,11.2
-7.11E+00,-0.00400001,0.588,12,12.8
-7.11E+00,0.516,-0.044,12,11.4
-7.10E+00,0.516,0.58,12,13
-7.10E+00,0.524,-0.044,12,11
-7.10E+00,0.54,0.58,12,13
-7.09E+00,0.02,-0.044,12,10.8
-7.09E+00,0.02,0.58,12,13
-7.09E+00,0.012,-0.044,12,11.4
-7.09E+00,-0.00400001,0.58,12,13.2
-7.08E+00,0.516,-0.044,12,11.2
-7.08E+00,0.516,0.58,12,13
-7.08E+00,0.524,-0.044,12,10.6
-7.07E+00,0.54,0.58,12,13
-7.07E+00,0.02,-0.044,12,11
-7.07E+00,0.02,0.58,12,13.2
-7.06E+00,0.012,-0.044,12,11.2
-7.06E+00,-0.012,0.58,12,13.2
-7.06E+00,0.516,-0.044,12,10.8
-7.05E+00,0.516,0.588,12,13.4
-7.05E+00,0.524,-0.044,12.2,11.2
-7.05E+00,0.54,0.58,12,13
-7.04E+00,0.02,-0.044,12,10.8
-7.04E+00,0.02,0.58,12,13.4
-7.04E+00,0.02,-0.044,12,10.8
-7.03E+00,-0.012,0.58,12,13
-7.03E+00,0.516,-0.044,12,10.8
-7.03E+00,0.516,0.58,12,13.2
-7.02E+00,0.524,-0.052,12,10
-7.02E+00,0.54,0.58,12,13.6
-7.02E+00,0.02,-0.044,12,11
-7.01E+00,0.012,0.58,12,13
-7.01E+00,0.012,-0.044,12,10.2
-7.01E+00,-0.012,0.58,12,13.4
-7.01E+00,0.516,-0.044,12,11.2
-7.00E+00,0.516,0.58,12,13
-7.00E+00,0.524,-0.044,12,10.8
-7.00E+00,0.54,0.58,12,13.2
-6.99E+00,0.02,-0.044,12,11
-6.99E+00,0.012,0.58,12,13
-6.99E+00,0.02,-0.044,12,9.8
-6.98E+00,-0.012,0.58,12,13.4
-6.98E+00,0.516,-0.044,12,11
-6.98E+00,0.516,0.58,12,13
-6.97E+00,0.524,-0.044,12,11.2
-6.97E+00,0.548,0.58,12,12.8
-6.97E+00,0.02,-0.044,12,11.4
-6.96E+00,0.02,0.58,12,13
-6.96E+00,0.02,-0.044,12,10.2
-6.96E+00,-0.02,0.58,12,13.6
-6.95E+00,0.516,-0.044,12,10.6
-6.95E+00,0.524,0.58,12.2,13.4
-6.95E+00,0.524,-0.044,12,10.6
-6.94E+00,0.556,0.58,12,13.4
-6.94E+00,0.02,-0.044,12,10.6
-6.94E+00,0.02,0.58,12,13
-6.93E+00,0.012,-0.044,12,11.4
-6.93E+00,-0.036,0.58,12,12.8
-6.93E+00,0.516,-0.044,12,11.2
-6.93E+00,0.516,0.58,12,12.8
-6.92E+00,0.524,-0.044,12,11.2
-6.92E+00,0.564,0.58,12,13
-6.92E+00,0.02,-0.044,12,11
-6.91E+00,0.02,0.58,12,13
-6.91E+00,0.012,-0.044,12.2,11
-6.91E+00,0.516,0.588,12,13.2
-6.90E+00,0.516,-0.044,12,11.2
-6.90E+00,0.516,0.58,12,13
-6.90E+00,0.532,-0.044,12,11.2
-6.89E+00,0.02,0.58,12,13
-6.89E+00,0.02,-0.044,12,11.2
-6.89E+00,0.02,0.58,12,12.8
-6.88E+00,0.012,-0.044,12,10.2
-6.88E+00,0.516,0.588,12,13.2
-6.88E+00,0.516,-0.044,12,11.2
-6.87E+00,0.524,0.58,12,12.8
-6.87E+00,0.54,-0.044,12,10.2
-6.87E+00,0.02,0.588,12,13.6
-6.86E+00,0.02,-0.044,12,11.2
-6.86E+00,0.02,0.58,12.2,13
-6.86E+00,0.00399999,-0.044,12,11.2
-6.85E+00,0.516,0.58,12,13.2
-6.85E+00,0.516,-0.044,12,10.6
-6.85E+00,0.524,0.58,12,13
-6.85E+00,0.54,-0.044,12,11.2
-6.84E+00,0.012,0.58,12,13
-6.84E+00,0.02,-0.044,12,11.2
-6.84E+00,0.012,0.58,12,13
-6.83E+00,-0.00400001,-0.044,12,10.2
-6.83E+00,0.516,0.58,12,13.2
-6.83E+00,0.524,-0.044,12,10.4
-6.82E+00,0.524,0.58,12,13.2
-6.82E+00,0.556,-0.044,12,11
-6.82E+00,0.02,0.604,12,13
-6.81E+00,0.02,-0.044,12,11.2
-6.81E+00,0.012,0.58,12,13
-6.81E+00,-0.02,-0.044,12,11
-6.80E+00,0.516,0.58,12,13
-6.80E+00,0.524,-0.044,12,11.2
-6.80E+00,0.524,0.58,12,13
-6.79E+00,0.572,-0.044,12,10.8
-6.79E+00,0.02,0.58,12,13.4
-6.79E+00,0.02,-0.044,12.2,11.4
-6.78E+00,0.012,0.58,12,13
-6.78E+00,-0.036,-0.044,12,11
-6.78E+00,0.516,0.58,12,13
-6.77E+00,0.516,-0.044,12,11.2
-6.77E+00,0.532,0.58,12,12.8
-6.77E+00,0.02,-0.044,12,11
-6.77E+00,0.02,0.58,12,13
-6.76E+00,0.02,-0.044,12,11.2
-6.76E+00,-0.00400001,0.58,11.8,13
-6.76E+00,0.516,-0.044,12,11
-6.75E+00,0.516,0.588,12,13
-6.75E+00,0.516,-0.044,12,10.8
-6.75E+00,0.532,0.58,12,13
-6.74E+00,0.02,-0.044,12,11
-6.74E+00,0.02,0.58,12,13
-6.74E+00,0.012,-0.044,12,11
-6.73E+00,-0.00400001,0.58,12,13
-6.73E+00,0.516,-0.044,12,11
-6.73E+00,0.516,0.58,12,13
-6.72E+00,0.524,-0.044,12,10.8
-6.72E+00,0.54,0.588,12,13
-6.72E+00,0.02,-0.044,12,11
-6.71E+00,0.02,0.58,12,13
-6.71E+00,0.02,-0.044,12,11.2
-6.71E+00,-0.00400001,0.58,12,13
-6.70E+00,0.516,-0.044,12,11
-6.70E+00,0.516,0.596,12,13.2
-6.70E+00,0.524,-0.044,12,10.8
-6.69E+00,0.548,0.588,12,13
-6.69E+00,0.02,-0.044,12,11
-6.69E+00,0.02,0.58,12,13.2
-6.69E+00,0.012,-0.044,12,10.4
-6.68E+00,-0.028,0.58,12,13.2
-6.68E+00,0.516,-0.044,12,10.8
-6.68E+00,0.516,0.58,12,13.2
-6.67E+00,0.524,-0.044,12,11
-6.67E+00,0.564,0.58,12,13.2
-6.67E+00,0.02,-0.044,12,10.4
-6.66E+00,0.02,0.58,12,13.2
-6.66E+00,0.012,-0.044,12,10.6
-6.66E+00,0.516,0.58,12,13
-6.65E+00,0.516,-0.044,12,10.8
-6.65E+00,0.524,0.58,12,13.2
-6.65E+00,0.532,-0.044,12,11.2
-6.64E+00,0.02,0.58,12,13
-6.64E+00,0.02,-0.044,12,11.4
-6.64E+00,0.012,0.58,12,13
-6.63E+00,0.00399999,-0.044,12,9.6
-6.63E+00,0.516,0.604,12,13.6
-6.63E+00,0.516,-0.044,12,10.2
-6.62E+00,0.524,0.596,12,13.8
-6.62E+00,0.548,-0.044,12,11
-6.62E+00,0.02,0.58,12,13
-6.61E+00,0.02,-0.044,12,11.2
-6.61E+00,0.012,0.58,12,13
-6.61E+00,-0.02,-0.044,12,10.8
-6.61E+00,0.516,0.588,12,13.4
-6.60E+00,0.516,-0.044,12,10.8
-6.60E+00,0.524,0.58,12,13
-6.60E+00,0.564,-0.044,12,11.2
-6.59E+00,0.02,0.588,12,13
-6.59E+00,0.02,-0.044,12,11.4
-6.59E+00,0.00399999,0.588,12,12.8
-6.58E+00,0.516,-0.044,12,9.8
-6.58E+00,0.516,0.58,12,13.6
-6.58E+00,0.516,-0.044,12,11
-6.57E+00,0.532,0.58,12,13.2
-6.57E+00,0.02,-0.044,12,11.2
-6.57E+00,0.02,0.58,12,13
-6.56E+00,0.012,-0.044,12,11.2
-6.56E+00,0.00399999,0.58,12,13.2
-6.56E+00,0.516,-0.044,12,11.2
-6.55E+00,0.516,0.58,12,13.2
-6.55E+00,0.524,-0.052,12,10.6
-6.55E+00,0.54,0.58,12,13.6
-6.54E+00,0.02,-0.044,12,11.2
-6.54E+00,0.02,0.58,12,12.8
-6.54E+00,0.012,-0.044,12,10.2
-6.53E+00,-0.012,0.596,12,14
-6.53E+00,0.516,-0.044,12,11
-6.53E+00,0.516,0.58,12,13
-6.53E+00,0.524,-0.044,12,11.2
-6.52E+00,0.564,0.58,12,13
-6.52E+00,0.02,-0.044,12,11.2
-6.52E+00,0.02,0.58,12,13
-6.51E+00,0.012,-0.044,12,11.4
-6.51E+00,-0.028,0.58,12,13
-6.51E+00,0.516,-0.044,12,10.8
-6.50E+00,0.516,0.58,12,13
-6.50E+00,0.532,-0.044,12,10.2
-6.50E+00,0.02,0.58,12,13.6
-6.49E+00,0.02,-0.044,12,11.2
-6.49E+00,0.02,0.58,12,13
-6.49E+00,0.00399999,-0.044,12,10.8
-6.48E+00,0.516,0.58,12,13
-6.48E+00,0.516,-0.044,12,11
-6.48E+00,0.516,0.58,12.2,13.2
-6.47E+00,0.532,-0.044,12,11.2
-6.47E+00,0.02,0.58,12,13.2
-6.47E+00,0.02,-0.044,12,11.2
-6.46E+00,0.02,0.58,12,13
-6.46E+00,-0.00400001,-0.044,12,11.2
-6.46E+00,0.516,0.58,12,13
-6.45E+00,0.516,-0.044,12,10.8
-6.45E+00,0.524,0.588,12,13.4
-6.45E+00,0.54,-0.044,12,11.2
-6.45E+00,0.02,0.58,12,13
-6.44E+00,0.02,-0.044,12,11.2
-6.44E+00,0.012,0.58,12,13
-6.44E+00,-0.02,-0.044,12,11
-6.43E+00,0.516,0.58,12,13
-6.43E+00,0.516,-0.044,12,11
-6.43E+00,0.524,0.58,12,13.2
-6.42E+00,0.556,-0.044,12,11
-6.42E+00,0.02,0.58,12,13
-6.42E+00,0.02,-0.044,12,11.2
